dt,venuetype,revenue
2022-05-26,Restaurant,4949.959999999999
2022-05-27,Pub,8266.112153225002
2022-05-27,Restaurant,4817.029999999998
2022-05-28,Pub,20788.88351579001
2022-05-28,Restaurant,5637.519999999999
2022-05-29,Pub,19360.27594383501
2022-05-29,Restaurant,5501.779999999998
2022-05-30,Pub,7988.676507275002
2022-05-30,Restaurant,5001.309999999999
2022-05-31,Pub,5986.732844505001
2022-05-31,Restaurant,4925.969999999998
2022-06-01,apartment,558450.7800000003
2022-06-01,Pub,5680.98306326
2022-06-01,Restaurant,4912.329999999997
2022-06-02,Pub,7792.0142192050025
2022-06-02,Restaurant,4973.709999999999
2022-06-03,Pub,8464.023241275003
2022-06-03,Restaurant,4813.549999999998
2022-06-04,Pub,21497.88569997001
2022-06-04,Restaurant,5335.959999999998
2022-06-05,Pub,19577.65191930501
2022-06-05,Restaurant,5184.219999999998
2022-06-06,Pub,7311.38948329
2022-06-06,Restaurant,4947.529999999998
2022-06-07,Pub,6915.712933485
2022-06-07,Restaurant,4972.649999999999
2022-06-08,Pub,6194.869506725001
2022-06-08,Restaurant,4915.199999999997
2022-06-09,Pub,6417.07518497
2022-06-09,Restaurant,4899.279999999998
2022-06-10,Pub,7952.247985805004
2022-06-10,Restaurant,4905.219999999998
2022-06-11,Pub,24802.82718011501
2022-06-11,Restaurant,5485.099999999999
2022-06-12,Pub,18836.829645825004
2022-06-12,Restaurant,5544.299999999999
2022-06-13,Pub,6601.252209075
2022-06-13,Restaurant,5018.539999999997
2022-06-14,Pub,5851.504461715001
2022-06-14,Restaurant,4918.669999999998
2022-06-15,Pub,6187.5202998250015
2022-06-15,Restaurant,4978.439999999999
2022-06-16,Pub,6926.785549435001
2022-06-16,Restaurant,4974.97
2022-06-17,Pub,8948.910436090004
2022-06-17,Restaurant,4878.419999999999
2022-06-18,Pub,23490.426241040008
2022-06-18,Restaurant,5210.089999999999
2022-06-19,Pub,20758.744336310006
2022-06-19,Restaurant,5374.259999999998
2022-06-20,Pub,6683.197663125001
2022-06-20,Restaurant,4999.819999999998
2022-06-21,Pub,6078.818983665
2022-06-21,Restaurant,4955.959999999998
2022-06-22,Pub,6744.171540245
2022-06-22,Restaurant,4909.4299999999985
2022-06-23,Pub,8205.426361380003
2022-06-23,Restaurant,5022.119999999998
2022-06-24,Pub,6858.564095400002
2022-06-24,Restaurant,4892.759999999998
2022-06-25,Pub,20233.527068700012
2022-06-25,Restaurant,5400.24
2022-06-26,Pub,23666.497275695016
2022-06-26,Restaurant,5569.939999999999
2022-06-27,Pub,7133.154405455001
2022-06-27,Restaurant,4945.92
2022-06-28,Pub,5396.1795215150005
2022-06-28,Restaurant,4919.919999999999
2022-06-29,Pub,5588.065069680001
2022-06-29,Restaurant,4997.649999999998
2022-06-30,Pub,6259.287438980001
2022-06-30,Restaurant,4971.92
2022-07-01,apartment,558450.7799999997
2022-07-01,Pub,7775.188795865001
2022-07-01,Restaurant,4888.839999999999
2022-07-02,Pub,20742.53109332001
2022-07-02,Restaurant,5185.659999999998
2022-07-03,Pub,19145.853252385008
2022-07-03,Restaurant,5435.3499999999985
2022-07-04,Pub,7039.372531255001
2022-07-04,Restaurant,4863.369999999999
2022-07-05,Pub,5756.9145905450005
2022-07-05,Restaurant,5091.789999999998
2022-07-06,Pub,5756.647271125001
2022-07-06,Restaurant,4912.609999999999
2022-07-07,Pub,6945.56452141
2022-07-07,Restaurant,4915.82
2022-07-08,Pub,7725.06041461
2022-07-08,Restaurant,4926.639999999999
2022-07-09,Pub,23530.79666074501
2022-07-09,Restaurant,5585.899999999999
2022-07-10,Pub,20577.87853315001
2022-07-10,Restaurant,5497.289999999999
2022-07-11,Pub,6343.257235895001
2022-07-11,Restaurant,5051.709999999997
2022-07-12,Pub,5177.323925195
2022-07-12,Restaurant,4962.699999999998
2022-07-13,Pub,4749.64487364
2022-07-13,Restaurant,4897.169999999998
2022-07-14,Pub,6641.585721045002
2022-07-14,Restaurant,5008.769999999999
2022-07-15,Pub,6971.160961790001
2022-07-15,Restaurant,4939.009999999998
2022-07-16,Pub,19363.75616927501
2022-07-16,Restaurant,5604.83
2022-07-17,Pub,22709.266915010012
2022-07-17,Restaurant,5404.479999999998
2022-07-18,Pub,7982.667947380001
2022-07-18,Restaurant,5081.699999999997
2022-07-19,Pub,5180.587622965001
2022-07-19,Restaurant,4864.84
2022-07-20,Pub,5408.775189135001
2022-07-20,Restaurant,5014.479999999999
2022-07-21,Pub,5788.709977160001
2022-07-21,Restaurant,5042.23
2022-07-22,Pub,7113.628703155004
2022-07-22,Restaurant,4909.26
2022-07-23,Pub,18509.96475287001
2022-07-23,Restaurant,5528.549999999999
2022-07-24,Pub,19887.07141962001
2022-07-24,Restaurant,5348.17
2022-07-25,Pub,6928.706052345
2022-07-25,Restaurant,4962.05
2022-07-26,Pub,6205.287447545001
2022-07-26,Restaurant,5008.07
2022-07-27,Pub,6257.75775281
2022-07-27,Restaurant,4994.22
2022-07-28,Pub,6758.739702825001
2022-07-28,Restaurant,4870.55
2022-07-29,Pub,7038.561037095002
2022-07-29,Restaurant,4901.289999999999
2022-07-30,Pub,19671.823671785012
2022-07-30,Restaurant,5522.210000000002
2022-07-31,Pub,19441.512297580004
2022-07-31,Restaurant,5229.14
2022-08-01,apartment,558450.7799999999
2022-08-01,Pub,5604.94483744
2022-08-01,Restaurant,5091.670000000001
2022-08-02,Pub,6767.3393485550005
2022-08-02,Restaurant,4991.849999999999
2022-08-03,Pub,5746.717089579999
2022-08-03,Restaurant,4906.83
2022-08-04,Pub,6696.98201813
2022-08-04,Restaurant,4951.210000000001
2022-08-05,Pub,7979.5546126399995
2022-08-05,Restaurant,4984.679999999999
2022-08-06,Pub,19503.2512639
2022-08-06,Restaurant,5483.630000000001
2022-08-07,Pub,19214.77416607501
2022-08-07,Restaurant,5505.530000000002
2022-08-08,Pub,7544.72718706
2022-08-08,Restaurant,4958.85
2022-08-09,Pub,6099.530941694999
2022-08-09,Restaurant,5009.53
2022-08-10,Pub,7135.318478445
2022-08-10,Restaurant,4904.940000000001
2022-08-11,Pub,6052.635787375
2022-08-11,Restaurant,4903.33
2022-08-12,Pub,7974.574440140002
2022-08-12,Restaurant,4925.969999999998
2022-08-13,Pub,21334.96150242501
2022-08-13,Restaurant,5355.509999999999
2022-08-14,Pub,18980.36925266501
2022-08-14,Restaurant,5463.499999999999
2022-08-15,Pub,6840.109801949999
2022-08-15,Restaurant,4947.189999999999
2022-08-16,Pub,5828.97393628
2022-08-16,Restaurant,4997.6
2022-08-17,Pub,6045.57288576
2022-08-17,Restaurant,4921.629999999999
2022-08-18,Pub,7739.333030410001
2022-08-18,Restaurant,5063.679999999999
2022-08-19,Pub,7691.751251790002
2022-08-19,Restaurant,4843.54
2022-08-20,Pub,22534.863073750006
2022-08-20,Restaurant,5416.61
2022-08-21,Pub,18779.78680425001
2022-08-21,Restaurant,5432.380000000001
2022-08-22,Pub,7478.444407935
2022-08-22,Restaurant,4918.500000000001
2022-08-23,Pub,5558.977468625
2022-08-23,Restaurant,4949.129999999999
2022-08-24,Pub,6188.92049708
2022-08-24,Restaurant,4934.1900000000005
2022-08-25,Pub,7956.746883640001
2022-08-25,Restaurant,5037.9
2022-08-26,Pub,7305.484392155002
2022-08-26,Restaurant,5043.46
2022-08-27,Pub,22439.797902120008
2022-08-27,Restaurant,5479.44
2022-08-28,Pub,19305.030973130004
2022-08-28,Restaurant,5549.03
2022-08-29,Pub,7031.78782105
2022-08-29,Restaurant,4966.0199999999995
2022-08-30,Pub,4704.0063442
2022-08-30,Restaurant,5044.55
2022-08-31,Pub,4608.888770880001
2022-08-31,Restaurant,5021.57
2022-09-01,apartment,558450.7799999994
2022-09-01,Pub,6938.184515620001
2022-09-01,Restaurant,4986.91
2022-09-02,Pub,7233.083193385001
2022-09-02,Restaurant,4950.949999999999
2022-09-03,Pub,19482.699142565012
2022-09-03,Restaurant,5496.559999999999
2022-09-04,Pub,19458.60553038001
2022-09-04,Restaurant,5244.620000000001
2022-09-05,Pub,7240.823374740001
2022-09-05,Restaurant,4931.33
2022-09-06,Pub,6478.313578300002
2022-09-06,Restaurant,5029.209999999999
2022-09-07,Pub,5689.261841154999
2022-09-07,Restaurant,4987.74
2022-09-08,Pub,6757.145533030001
2022-09-08,Restaurant,5111.099999999999
2022-09-09,Pub,7035.569434150002
2022-09-09,Restaurant,4853.82
2022-09-10,Pub,20079.629848630007
2022-09-10,Restaurant,5500.6799999999985
2022-09-11,Pub,20013.28326769501
2022-09-11,Restaurant,5380.07
2022-09-12,Pub,8181.182137595002
2022-09-12,Restaurant,4944.129999999999
2022-09-13,Pub,5267.526976254998
2022-09-13,Restaurant,4876.900000000001
2022-09-14,Pub,5865.999296409998
2022-09-14,Restaurant,5015.65
2022-09-15,Pub,8029.19810803
2022-09-15,Restaurant,4989.5
2022-09-16,Pub,7503.613476730001
2022-09-16,Restaurant,4850.11
2022-09-17,Pub,20934.268164420006
2022-09-17,Restaurant,5286.450000000001
2022-09-18,Pub,20511.54769651001
2022-09-18,Restaurant,5428.870000000001
2022-09-19,Pub,7974.855422310001
2022-09-19,Restaurant,4913.41
2022-09-20,Pub,5448.1587204200005
2022-09-20,Restaurant,5051.360000000001
2022-09-21,Pub,5947.625171945
2022-09-21,Restaurant,4734.470000000001
2022-09-22,Pub,7523.821172255
2022-09-22,Restaurant,4953.389999999999
2022-09-23,Pub,6919.248652485001
2022-09-23,Restaurant,4896.109999999999
2022-09-24,Pub,20896.184121865004
2022-09-24,Restaurant,5498.270000000001
2022-09-25,Pub,21264.978042460003
2022-09-25,Restaurant,5317.91
2022-09-26,Pub,7199.634525534999
2022-09-26,Restaurant,5166.789999999999
2022-09-27,Pub,5226.906631125
2022-09-27,Restaurant,4968.8
2022-09-28,Pub,6170.882131549999
2022-09-28,Restaurant,4926.57
2022-09-29,Pub,7157.9614357049995
2022-09-29,Restaurant,4892.580000000002
2022-09-30,Pub,6802.719570515
2022-09-30,Restaurant,5021.249999999999
2022-10-01,apartment,558450.7799999998
2022-10-01,Pub,20824.0144725
2022-10-01,Restaurant,5228.110000000001
2022-10-02,Pub,17269.220646655
2022-10-02,Restaurant,5422.37
2022-10-03,Pub,9045.522343515
2022-10-03,Restaurant,4951.99
2022-10-04,Pub,5557.019380705
2022-10-04,Restaurant,4879.95
2022-10-05,Pub,6028.132010585001
2022-10-05,Restaurant,4894.36
2022-10-06,Pub,5913.0675433100005
2022-10-06,Restaurant,4934.67
2022-10-07,Pub,7743.12286049
2022-10-07,Restaurant,4952.1399999999985
2022-10-08,Pub,20844.746430665007
2022-10-08,Restaurant,5406.57
2022-10-09,Pub,18512.960336795004
2022-10-09,Restaurant,5268.48
2022-10-10,Pub,7199.977693785
2022-10-10,Restaurant,5037.63
2022-10-11,Pub,5052.8253702599995
2022-10-11,Restaurant,5054.66
2022-10-12,Pub,5791.1739135
2022-10-12,Restaurant,4889.05
2022-10-13,Pub,6746.299590955
2022-10-13,Restaurant,4858.509999999999
2022-10-14,Pub,6623.1824419549985
2022-10-14,Restaurant,4922.9400000000005
2022-10-15,Pub,22424.69961519501
2022-10-15,Restaurant,5386.110000000001
2022-10-16,Pub,20329.978298500002
2022-10-16,Restaurant,5555.63
2022-10-17,Pub,7321.152250179999
2022-10-17,Restaurant,4915.52
2022-10-18,Pub,5269.69619673
2022-10-18,Restaurant,5028.65
2022-10-19,Pub,4834.297624795001
2022-10-19,Restaurant,4956.840000000001
2022-10-20,Pub,6207.36222959
2022-10-20,Restaurant,4959.84
2022-10-21,Pub,6789.753197755
2022-10-21,Restaurant,4927.92
2022-10-22,Pub,21383.900095840003
2022-10-22,Restaurant,5408.919999999999
2022-10-23,Pub,21006.193843675006
2022-10-23,Restaurant,5482.290000000001
2022-10-24,Pub,6458.190474835001
2022-10-24,Restaurant,4978.300000000001
2022-10-25,Pub,4933.10936603
2022-10-25,Restaurant,4964.639999999999
2022-10-26,Pub,5351.822582925
2022-10-26,Restaurant,4945.800000000001
2022-10-27,Pub,6001.580295150001
2022-10-27,Restaurant,4940.639999999999
2022-10-28,Pub,7205.092954830001
2022-10-28,Restaurant,4952.030000000001
2022-10-29,Pub,20605.18856385001
2022-10-29,Restaurant,5282.51
2022-10-30,Pub,18929.033978249998
2022-10-30,Restaurant,5397.2
2022-10-31,Pub,6680.8524003500015
2022-10-31,Restaurant,4988.359999999999
2022-11-01,apartment,558450.7800000006
2022-11-01,Pub,6042.016857255001
2022-11-01,Restaurant,4941.300000000001
2022-11-02,Pub,5095.709158605001
2022-11-02,Restaurant,4847.949999999998
2022-11-03,Pub,6694.152087444999
2022-11-03,Restaurant,4896.700000000001
2022-11-04,Pub,6293.15784389
2022-11-04,Restaurant,4983.93
2022-11-05,Pub,21036.747449240003
2022-11-05,Restaurant,5415.029999999999
2022-11-06,Pub,18037.036072230007
2022-11-06,Restaurant,5631.450000000001
2022-11-07,Pub,6496.1055114949995
2022-11-07,Restaurant,4933.639999999999
2022-11-08,Pub,4931.223662334999
2022-11-08,Restaurant,4933.7300000000005
2022-11-09,Pub,6088.4883349599995
2022-11-09,Restaurant,4988.78
2022-11-10,Pub,5918.414630090001
2022-11-10,Restaurant,4913.85
2022-11-11,Pub,6373.832674335
2022-11-11,Restaurant,4918.889999999999
2022-11-12,Pub,21177.62459271001
2022-11-12,Restaurant,5455.6900000000005
2022-11-13,Pub,21380.02842539001
2022-11-13,Restaurant,5236.76
2022-11-14,Pub,6236.17334252
2022-11-14,Restaurant,5006.24
2022-11-15,Pub,5034.254488584999
2022-11-15,Restaurant,4970.370000000001
2022-11-16,Pub,5094.78840159
2022-11-16,Restaurant,4982.789999999999
2022-11-17,Pub,6378.512904205
2022-11-17,Restaurant,4880.770000000001
2022-11-18,Pub,7562.874224480001
2022-11-18,Restaurant,4944.92
2022-11-19,Pub,20264.01559553001
2022-11-19,Restaurant,5472.27
2022-11-20,Pub,18943.829271505016
2022-11-20,Restaurant,5521.17
2022-11-21,Pub,7183.653850675001
2022-11-21,Restaurant,4977.449999999998
2022-11-22,Pub,6632.553928975001
2022-11-22,Restaurant,4955.5700000000015
2022-11-23,Pub,5245.88164062
2022-11-23,Restaurant,4999.430000000001
2022-11-24,Pub,6760.121475425001
2022-11-24,Restaurant,5001.859999999999
2022-11-25,Pub,7677.619088270001
2022-11-25,Restaurant,4933.75
2022-11-26,Pub,20531.492970020012
2022-11-26,Restaurant,5408.130000000002
2022-11-27,Pub,18991.641807795007
2022-11-27,Restaurant,5357.17
2022-11-28,Pub,7805.7885926750005
2022-11-28,Restaurant,5026.409999999998
2022-11-29,Pub,4771.107499065001
2022-11-29,Restaurant,5043.679999999999
2022-11-30,Pub,5934.99142549
2022-11-30,Restaurant,4741.04
2022-12-01,apartment,558450.7799999996
2022-12-01,Pub,6879.550324149999
2022-12-01,Restaurant,4936.95
2022-12-02,Pub,7267.620537995
2022-12-02,Restaurant,4861.94
2022-12-03,Pub,22602.55146011501
2022-12-03,Restaurant,5497.5599999999995
2022-12-04,Pub,22551.10037183001
2022-12-04,Restaurant,5289.8
2022-12-05,Pub,6042.310402619998
2022-12-05,Restaurant,4998.16
2022-12-06,Pub,5107.931650729999
2022-12-06,Restaurant,4989.110000000001
2022-12-07,Pub,5305.934948449998
2022-12-07,Restaurant,4874.849999999999
2022-12-08,Pub,5669.037540674999
2022-12-08,Restaurant,4964.2699999999995
2022-12-09,Pub,8004.495294365
2022-12-09,Restaurant,4881.319999999998
2022-12-10,Pub,19807.909340880004
2022-12-10,Restaurant,5266.61
2022-12-11,Pub,18183.42103041001
2022-12-11,Restaurant,5475.12
2022-12-12,Pub,7286.457804665
2022-12-12,Restaurant,4975.59
2022-12-13,Pub,5297.341649475
2022-12-13,Restaurant,4873.710000000001
2022-12-14,Pub,5737.96874464
2022-12-14,Restaurant,5014.45
2022-12-15,Pub,7062.57630506
2022-12-15,Restaurant,4978.84
2022-12-16,Pub,8477.749608245
2022-12-16,Restaurant,4934.84
2022-12-17,Pub,17843.732635585005
2022-12-17,Restaurant,5510.9
2022-12-18,Pub,19753.411934485008
2022-12-18,Restaurant,5400.360000000001
2022-12-19,Pub,7033.815715405001
2022-12-19,Restaurant,4919.1799999999985
2022-12-20,Pub,6379.971437450001
2022-12-20,Restaurant,5062.719999999999
2022-12-21,Pub,5217.01082072
2022-12-21,Restaurant,4936.28
2022-12-22,Pub,6487.928918320002
2022-12-22,Restaurant,4896.29
2022-12-23,Pub,8032.44843035
2022-12-23,Restaurant,4915.469999999999
2022-12-24,Pub,21054.75933083001
2022-12-24,Restaurant,5549.6900000000005
2022-12-25,Pub,18722.98378843001
2022-12-25,Restaurant,5540.1900000000005
2022-12-26,Pub,7188.469211485
2022-12-26,Restaurant,5010.789999999999
2022-12-27,Pub,5188.80145276
2022-12-27,Restaurant,4924.0199999999995
2022-12-28,Pub,5326.359350775
2022-12-28,Restaurant,4859.81
2022-12-29,Pub,6387.43961142
2022-12-29,Restaurant,4894.140000000001
2022-12-30,Pub,7183.179329675
2022-12-30,Restaurant,4890.9
2022-12-31,Pub,22137.288716175015
2022-12-31,Restaurant,5326.969999999999
2023-01-01,apartment,558450.7799999997
2023-01-01,Pub,17943.51521206501
2023-01-01,Restaurant,5321.02
2023-01-02,Pub,8091.800536365001
2023-01-02,Restaurant,5052.25
2023-01-03,Pub,5166.4377670700005
2023-01-03,Restaurant,4936.150000000001
2023-01-04,Pub,5169.1183597750005
2023-01-04,Restaurant,5035.009999999999
2023-01-05,Pub,6823.100778590002
2023-01-05,Restaurant,4919.75
2023-01-06,Pub,6922.095008250001
2023-01-06,Restaurant,4915.02
2023-01-07,Pub,20346.719518840007
2023-01-07,Restaurant,5624.370000000001
2023-01-08,Pub,18150.32173209001
2023-01-08,Restaurant,5378.16
2023-01-09,Pub,7367.633537060001
2023-01-09,Restaurant,4934.300000000001
2023-01-10,Pub,6490.84446597
2023-01-10,Restaurant,5001.83
2023-01-11,Pub,5069.78048802
2023-01-11,Restaurant,4980.2300000000005
2023-01-12,Pub,6489.226929785
2023-01-12,Restaurant,4878.019999999999
2023-01-13,Pub,7764.128798415003
2023-01-13,Restaurant,4943.45
2023-01-14,Pub,21665.890671440007
2023-01-14,Restaurant,5506.419999999998
2023-01-15,Pub,22651.164221885007
2023-01-15,Restaurant,5281.82
2023-01-16,Pub,6558.90626685
2023-01-16,Restaurant,5024.639999999999
2023-01-17,Pub,5653.0745674049995
2023-01-17,Restaurant,4949.92
2023-01-18,Pub,4760.799998425
2023-01-18,Restaurant,4817.799999999999
2023-01-19,Pub,5595.463495694999
2023-01-19,Restaurant,4961.950000000001
2023-01-20,Pub,7108.588891560002
2023-01-20,Restaurant,4869.8499999999985
2023-01-21,Pub,18238.806818140005
2023-01-21,Restaurant,5364.6799999999985
2023-01-22,Pub,19840.51279756501
2023-01-22,Restaurant,5457.0199999999995
2023-01-23,Pub,8916.88380203
2023-01-23,Restaurant,5016.070000000001
2023-01-24,Pub,5939.633840314999
2023-01-24,Restaurant,5019.249999999999
2023-01-25,Pub,5916.99583723
2023-01-25,Restaurant,4957.849999999999
2023-01-26,Pub,6372.19279002
2023-01-26,Restaurant,4819.469999999999
2023-01-27,Pub,6566.85116458
2023-01-27,Restaurant,4887.16
2023-01-28,Pub,20538.912319595012
2023-01-28,Restaurant,5400.740000000002
2023-01-29,Pub,19949.403088035004
2023-01-29,Restaurant,5304.88
2023-01-30,Pub,7343.528010195001
2023-01-30,Restaurant,5047.499999999999
2023-01-31,Pub,5006.08468306
2023-01-31,Restaurant,4998.1
2023-02-01,apartment,558450.7800000004
2023-02-01,Pub,5298.00466507
2023-02-01,Restaurant,4924.26
2023-02-02,Pub,6143.765184115001
2023-02-02,Restaurant,4874.98
2023-02-03,Pub,6862.626258565
2023-02-03,Restaurant,4832.42
2023-02-04,Pub,20927.919853975007
2023-02-04,Restaurant,5326.59
2023-02-05,Pub,20730.423130630006
2023-02-05,Restaurant,5528.33
2023-02-06,Pub,7311.241222
2023-02-06,Restaurant,4953.409999999999
2023-02-07,Pub,4548.809058900001
2023-02-07,Restaurant,4945.110000000001
2023-02-08,Pub,4546.029805505
2023-02-08,Restaurant,4914.959999999999
2023-02-09,Pub,5977.273595410001
2023-02-09,Restaurant,4958.93
2023-02-10,Pub,6203.172994915
2023-02-10,Restaurant,4845.3499999999985
2023-02-11,Pub,20350.318121075004
2023-02-11,Restaurant,5451.450000000001
2023-02-12,Pub,19978.863237700014
2023-02-12,Restaurant,5456.450000000001
2023-02-13,Pub,7442.150859575001
2023-02-13,Restaurant,4937.050000000001
2023-02-14,Pub,4894.189374585
2023-02-14,Restaurant,4890.87
2023-02-15,Pub,4930.587754485001
2023-02-15,Restaurant,4852.0
2023-02-16,Pub,6376.791444275001
2023-02-16,Restaurant,4971.110000000001
2023-02-17,Pub,6882.345709745
2023-02-17,Restaurant,4897.439999999998
2023-02-18,Pub,17247.436224545003
2023-02-18,Restaurant,5440.399999999999
2023-02-19,Pub,19175.436459250006
2023-02-19,Restaurant,5171.709999999999
2023-02-20,Pub,7696.455072145001
2023-02-20,Restaurant,5002.420000000001
2023-02-21,Pub,5412.578139925
2023-02-21,Restaurant,4919.34
2023-02-22,Pub,6258.046046
2023-02-22,Restaurant,4972.83
2023-02-23,Pub,6795.324900175002
2023-02-23,Restaurant,5024.410000000001
2023-02-24,Pub,6994.369180235002
2023-02-24,Restaurant,4930.62
2023-02-25,Pub,18618.454169045006
2023-02-25,Restaurant,5397.8200000000015
2023-02-26,Pub,19154.112183870006
2023-02-26,Restaurant,5474.280000000002
2023-02-27,Pub,7751.60159576
2023-02-27,Restaurant,5052.329999999999
2023-02-28,Pub,4865.704559225
2023-02-28,Restaurant,4954.860000000001
2023-03-01,apartment,558450.7799999999
2023-03-01,Pub,5584.015484514999
2023-03-01,Restaurant,4922.88
