weekend,wage_amt
0,2555.3
0,3293.8
0,2403.38
0,2503.23
0,2962.83
0,2424.2
0,2183.96
0,2022.37
0,2310.36
0,3176.95
0,3134.24
0,2520.88
0,2244.83
0,3572.14
0,2090.27
0,2161.17
0,4310.4
0,2419.09
0,2497.15
0,2374.43
0,2821.38
0,2274.18
0,2240.02
0,2574.53
0,2541.24
0,2719.86
0,2384.15
0,2435.49
0,3149.54
0,2089.92
0,2798.01
0,3340.75
0,2136.93
0,3132.24
0,3068.06
0,2463.57
0,2328.17
0,2281.78
0,3115.66
0,3086.35
0,2577.14
0,4037.69
0,2561.73
0,2443.18
0,2617.07
0,2396.51
0,2338.15
0,2834.75
0,2085.66
0,2540.78
0,2099.58
0,3151.87
0,2151.88
0,2839.31
0,2109.45
0,2432.04
0,2519.08
0,2260.03
0,2330.32
0,4010.68
0,3130.32
0,4281.86
0,2209.05
0,2894.39
0,3446.23
0,2451.18
0,2177.63
0,3165.48
0,3065.47
0,2964.12
0,2853.02
0,2832.62
0,3193.08
0,2421.03
0,2342.24
0,2307.56
0,2298.84
0,2276.38
0,3461.56
0,3069.3
0,4216.4
0,4304.04
0,2605.81
0,3863.92
0,2889.41
0,2627.84
0,2465.71
0,2242.31
0,3074.57
0,3944.17
0,2351.28
0,2141.7
0,2219.39
0,2623.88
0,2789.69
0,2956.83
0,2790.68
0,2193.97
0,3321.57
0,2460.68
0,2823.46
0,2360.06
0,3037.75
0,2530.32
0,3639.42
0,3197.84
0,2775.63
0,3275.08
0,3695.65
0,2224.22
0,2373.15
0,2515.82
0,3105.72
0,2147.94
0,2536.38
0,2455.0
0,2169.81
0,3063.91
0,3066.93
0,2289.02
0,2093.75
0,2452.3
0,2546.82
0,2443.22
0,4150.13
0,2273.97
0,3081.1
0,2682.74
0,2138.53
0,2353.15
0,3172.44
0,3255.98
0,2980.79
0,2594.53
0,3615.85
0,3078.8
0,2125.86
0,2292.7
0,4077.64
0,2167.89
0,2888.7
0,3123.46
0,2192.24
0,2972.46
0,2719.09
0,3960.18
0,3386.77
0,2193.57
0,3312.25
0,2301.79
0,2139.43
0,3712.97
0,2957.34
0,2165.21
0,2265.19
0,2373.44
0,2369.02
0,2457.99
0,2410.03
0,2843.9
0,2103.26
0,2430.36
0,2102.82
0,2825.36
0,3054.49
0,2126.13
0,3330.11
0,3239.66
0,2270.1
0,2437.02
0,2561.25
0,2544.48
0,3162.22
0,2980.24
0,2142.9
0,2425.56
0,3102.53
0,2583.08
0,2346.07
0,2194.34
0,2310.56
0,2301.57
0,3260.58
0,2968.48
0,2458.15
0,2265.96
0,2215.66
0,4050.34
0,2927.06
0,3342.61
0,3031.88
0,3930.26
0,2279.72
0,2522.43
0,2578.87
0,2498.18
0,2480.15
0,2454.0
0,3776.54
0,2097.77
0,2391.34
0,411.28
0,361.41
0,316.75
0,306.14
0,396.91
0,80.0
0,81.35
0,268.74
0,159.45
0,573.34
0,295.59
0,299.13
0,0.0
0,257.84
0,319.08
0,281.78
0,434.32
0,800.0
0,800.0
0,408.12
0,265.62
0,104.76
0,150.67
0,231.75
0,363.0
0,260.01
0,244.09
0,278.61
0,616.65
0,203.35
0,174.13
0,671.48
0,271.19
0,546.8
0,183.75
0,87.43
0,663.87
0,270.95
0,225.08
0,0.0
0,80.0
0,87.54
0,261.76
0,531.65
0,0.0
0,652.15
0,259.34
0,239.63
0,232.5
0,648.89
0,228.39
0,600.92
0,119.49
0,193.78
0,373.25
0,88.51
0,155.53
0,514.25
0,638.4
0,518.42
0,223.94
0,224.94
0,347.57
0,221.93
0,212.85
0,209.45
0,295.21
0,208.7
0,203.13
0,193.58
0,117.02
0,116.57
0,489.03
0,322.54
0,80.83
0,128.21
0,202.07
0,0.0
0,599.57
0,261.83
0,198.81
0,253.1
0,276.74
0,0.0
0,193.74
0,191.87
0,188.19
0,0.0
0,80.83
0,251.29
0,246.96
0,80.83
0,185.0
0,177.61
0,319.3
0,169.14
0,177.11
0,252.5
0,174.77
0,298.43
0,171.96
0,245.06
0,482.09
0,461.27
0,95.67
0,131.96
0,238.87
0,172.93
0,243.8
0,243.71
0,238.48
0,80.0
0,478.44
0,266.79
0,420.24
0,172.79
0,583.15
0,258.09
0,456.56
0,408.64
0,139.86
0,170.84
0,239.19
0,236.26
0,573.71
0,517.57
0,88.03
0,80.0
0,198.66
0,166.5
0,165.74
0,134.51
0,384.66
0,164.6
0,235.07
0,154.97
0,374.69
0,93.97
0,162.01
0,183.53
0,449.87
0,80.0
0,79.17
0,232.28
0,0.0
0,94.97
0,160.9
0,156.08
0,443.5
0,82.85
0,412.09
0,165.81
0,154.52
0,127.27
0,79.17
0,515.14
0,150.71
0,508.33
0,335.52
0,231.71
0,399.22
0,79.17
0,113.13
0,231.78
0,202.45
0,273.05
0,149.71
0,148.66
0,288.89
0,147.46
0,392.37
0,159.86
0,274.68
0,263.36
0,81.0
0,144.75
0,151.14
0,143.21
0,174.96
0,96.98
0,148.45
0,80.73
0,90.9
0,489.83
0,100.37
0,230.08
0,196.23
0,144.02
0,293.02
0,455.95
0,292.46
0,142.19
0,226.79
0,0.0
0,392.15
0,460.39
0,115.71
0,111.15
0,379.42
0,143.49
0,452.36
0,221.45
0,120.46
0,102.38
0,140.94
0,221.26
0,138.2
0,202.7
0,135.84
0,218.26
0,80.83
0,378.69
0,0.0
0,155.34
0,212.6
0,368.73
0,213.97
0,87.33
0,80.0
0,102.96
0,231.78
0,0.0
0,135.24
0,134.18
0,0.0
0,212.78
0,222.8
0,136.47
0,364.22
0,238.97
0,359.79
0,80.83
0,80.0
0,442.65
0,262.96
0,182.8
0,136.77
0,438.57
0,129.8
0,80.0
0,265.53
0,210.27
0,435.69
0,80.0
0,117.82
0,0.0
0,80.0
0,80.83
0,356.12
0,157.44
0,133.78
0,131.72
0,209.12
0,428.51
0,350.66
0,84.03
0,80.83
0,202.2
0,112.33
0,208.46
0,381.87
0,0.0
0,80.0
0,208.11
0,208.08
0,349.03
0,229.66
0,75.83
0,209.72
0,197.63
0,0.0
0,192.27
0,140.62
0,98.8
0,127.24
0,206.12
0,338.89
0,115.94
0,326.39
0,0.0
0,326.68
0,185.1
0,200.42
0,274.1
0,87.42
0,80.0
0,179.97
0,0.0
0,78.33
0,276.93
0,427.08
0,0.0
0,127.85
0,198.86
0,91.42
0,363.01
0,347.94
0,196.9
0,80.0
0,168.05
0,194.66
0,83.32
0,196.08
0,334.54
0,0.0
0,168.31
0,194.9
0,115.02
0,192.31
0,192.29
0,188.17
0,99.65
0,185.96
0,126.69
0,165.21
0,375.01
0,181.27
0,120.05
0,162.84
0,116.79
0,292.02
0,222.05
0,160.05
0,282.68
0,179.93
0,159.63
0,280.61
0,181.64
0,112.87
0,324.63
0,138.18
0,306.98
0,320.66
0,315.03
0,308.29
0,369.05
0,281.34
0,367.06
0,100.95
0,307.29
0,361.25
0,175.26
0,157.18
0,293.44
0,175.24
0,273.58
0,0.0
0,295.58
0,154.01
0,0.0
0,274.09
0,278.89
0,80.83
0,111.08
0,0.0
0,251.07
0,80.92
0,269.03
0,109.25
0,0.0
0,152.61
0,115.91
0,134.34
0,251.76
0,174.42
0,106.32
0,172.42
0,171.84
0,359.57
0,171.29
0,233.84
0,146.82
0,80.0
0,194.44
0,111.39
0,167.44
0,167.01
0,353.25
0,130.96
0,166.81
0,81.62
0,140.31
0,80.83
0,80.83
0,80.0
0,138.51
0,248.48
0,137.94
0,194.53
0,222.17
0,146.4
0,115.58
0,0.0
0,126.69
0,137.45
0,169.81
0,0.0
0,138.35
0,173.54
0,165.07
0,136.49
0,164.15
0,91.84
0,81.31
0,110.65
0,0.0
0,80.83
0,81.67
0,115.04
0,202.19
0,165.01
0,136.36
0,93.32
0,344.34
0,0.0
0,163.47
0,253.96
0,118.08
0,134.16
0,0.0
0,161.3
0,252.22
0,187.03
0,161.05
0,80.0
0,134.81
0,169.63
0,207.02
0,160.37
0,338.08
0,105.71
0,132.16
0,100.31
0,281.29
0,243.29
0,0.0
0,80.0
0,0.0
0,164.96
0,113.39
0,161.44
0,80.0
0,222.99
0,80.0
0,340.4
0,214.92
0,333.07
0,158.04
0,161.36
0,155.34
0,125.55
0,157.27
0,86.13
0,0.0
0,265.72
0,156.79
0,86.76
0,0.0
0,155.26
0,213.45
0,111.4
0,264.9
0,80.0
0,149.66
0,143.62
0,0.0
0,155.09
0,125.27
0,123.77
0,213.84
0,114.03
0,327.73
0,104.9
0,209.29
0,326.78
0,313.95
0,0.0
0,122.19
0,208.7
0,80.86
0,153.83
0,104.37
0,153.27
0,308.56
0,118.17
0,109.92
0,105.73
0,202.93
0,82.73
0,264.43
0,154.82
0,195.08
0,0.0
0,196.03
0,153.55
0,121.88
0,150.82
0,80.0
0,120.12
0,306.66
0,150.48
0,114.89
0,121.2
0,80.83
0,150.08
0,149.26
0,305.34
0,100.16
0,128.12
0,78.33
0,78.33
0,148.23
0,80.0
0,149.3
0,80.0
0,144.86
0,0.0
0,138.14
0,136.46
0,107.64
0,256.32
0,132.27
0,100.06
0,80.0
0,255.95
0,146.75
0,0.0
0,0.0
0,145.39
0,288.8
0,127.9
0,145.15
0,297.33
0,127.39
0,254.53
0,251.72
0,144.82
0,105.67
0,251.21
0,88.65
0,104.41
0,80.83
0,253.56
0,126.68
0,247.32
0,127.45
0,250.2
0,249.77
0,249.77
0,144.27
0,125.69
0,285.72
0,287.27
0,96.72
0,123.82
0,121.37
0,0.0
0,119.8
0,80.83
0,80.83
0,142.89
0,141.56
0,247.43
0,226.77
0,113.11
0,139.74
0,120.91
0,78.33
0,77.5
0,117.32
0,244.59
0,116.19
0,76.67
0,100.96
0,80.0
0,78.21
0,80.0
0,77.5
0,99.96
0,149.02
0,79.17
0,0.0
0,116.05
0,236.74
0,238.39
0,233.7
0,141.89
0,0.0
0,112.62
0,81.67
0,111.56
0,230.76
0,274.83
0,99.26
0,270.83
0,83.02
0,206.11
0,112.2
0,140.36
0,80.83
0,163.91
0,108.42
0,80.83
0,93.9
0,78.33
0,93.42
0,108.25
0,104.89
0,104.52
0,229.74
0,235.44
0,97.54
0,219.92
0,104.18
0,138.42
0,78.33
0,104.06
0,78.33
0,137.79
0,0.0
0,123.81
0,80.83
0,210.71
0,103.51
0,209.43
0,104.57
0,195.46
0,221.99
0,0.0
0,100.78
0,218.86
0,136.09
0,219.43
0,262.8
0,79.17
0,233.68
0,135.19
0,218.34
0,131.2
0,102.26
0,95.68
0,104.17
0,131.12
0,99.34
0,0.0
0,258.69
0,170.25
0,80.0
0,213.99
0,131.15
0,228.37
0,131.1
0,145.9
0,100.06
0,157.43
0,96.95
0,213.69
0,75.83
0,0.0
0,206.13
0,197.89
0,128.48
0,253.44
0,80.83
0,127.82
0,127.22
0,210.85
0,127.21
0,95.72
0,126.6
0,94.31
0,125.36
0,195.25
0,95.2
0,94.07
0,91.68
0,125.36
0,124.18
0,103.1
0,95.77
0,94.84
0,92.23
0,90.61
0,256.09
0,210.58
0,189.74
0,131.89
0,80.0
0,90.38
0,183.39
0,91.89
0,202.99
0,199.72
0,88.45
0,87.35
0,182.47
0,178.49
0,80.0
0,177.51
0,123.0
0,85.13
0,87.7
0,208.4
0,84.44
0,80.83
0,80.83
0,84.07
0,123.35
0,83.29
0,122.55
0,205.35
0,173.17
0,122.36
0,205.01
0,169.66
0,186.59
0,204.8
0,120.92
0,133.56
0,80.0
0,85.32
0,202.33
0,82.85
0,120.27
0,92.49
0,83.22
0,82.22
0,156.1
0,90.97
0,80.33
0,80.0
0,176.37
0,247.68
0,89.54
0,162.26
0,88.16
0,120.95
0,144.31
0,102.81
0,80.0
0,0.0
0,120.5
0,119.08
0,202.33
0,80.19
0,119.8
0,80.0
0,118.51
0,159.26
0,118.26
0,201.29
0,0.0
0,179.0
0,161.9
0,197.68
0,80.0
0,80.83
0,78.33
0,0.0
0,105.86
0,92.85
0,80.83
0,80.0
0,239.3
0,115.38
0,228.43
0,113.32
0,115.89
0,80.83
0,248.05
0,190.52
0,86.81
0,143.39
0,0.0
0,80.0
0,111.54
0,195.3
0,114.08
0,0.0
0,113.94
0,80.88
0,0.0
0,83.22
0,111.4
0,110.17
0,88.8
0,113.51
0,112.86
0,111.04
0,92.07
0,0.0
0,80.0
0,0.0
0,80.83
0,77.5
0,109.86
0,110.87
0,110.12
0,80.0
0,79.17
0,245.07
0,236.41
0,80.0
0,112.73
0,108.81
0,112.06
0,80.0
0,111.76
0,104.78
0,108.72
0,111.67
0,238.66
0,108.71
0,106.38
0,191.35
0,106.61
0,87.13
0,80.0
0,87.69
0,234.6
0,195.27
0,111.44
0,0.0
0,231.86
0,80.0
0,90.52
0,225.02
0,80.0
0,85.88
0,111.5
0,192.0
0,80.0
0,87.85
0,110.77
0,104.17
0,174.33
0,109.35
0,109.11
0,190.76
0,0.0
0,0.0
0,220.28
0,104.94
0,141.44
0,188.49
0,108.31
0,0.0
0,79.17
0,222.4
0,100.54
0,180.83
0,187.25
0,107.62
0,104.44
0,189.83
0,103.15
0,102.69
0,142.72
0,80.0
0,91.15
0,97.67
0,179.78
0,91.71
0,173.66
0,102.35
0,107.51
0,157.36
0,99.85
0,101.85
0,221.99
0,146.92
0,222.0
0,80.0
0,186.57
0,167.14
0,99.76
0,105.85
0,179.67
0,175.0
0,177.73
0,177.74
0,159.58
0,218.82
0,106.57
0,80.83
0,106.15
0,98.29
0,80.0
0,218.82
0,181.27
0,195.67
0,207.52
0,107.09
0,185.98
0,162.77
0,159.04
0,80.0
0,94.64
0,178.78
0,174.25
0,80.83
0,93.54
0,104.7
0,177.47
0,177.29
0,156.03
0,110.86
0,93.07
0,155.52
0,104.76
0,152.46
0,102.44
0,165.03
0,176.87
0,213.56
0,126.16
0,98.44
0,152.1
0,187.21
0,103.79
0,80.0
0,145.2
0,175.91
0,78.33
0,102.69
0,0.0
0,103.08
0,173.81
0,0.0
0,80.83
0,102.09
0,87.43
0,92.63
0,101.56
0,188.48
0,91.44
0,170.87
0,170.86
0,80.0
0,80.0
0,126.79
0,141.25
0,90.49
0,148.0
0,132.37
0,129.16
0,101.43
0,101.41
0,121.72
0,92.14
0,169.94
0,98.99
0,101.3
0,104.96
0,143.72
0,185.01
0,177.26
0,90.98
0,170.76
0,90.6
0,83.78
0,174.02
0,80.0
0,101.21
0,0.0
0,100.21
0,80.0
0,80.0
0,80.83
0,167.32
0,99.05
0,99.04
0,88.07
0,166.5
0,132.42
0,98.81
0,164.77
0,131.89
0,87.31
0,87.11
0,87.86
0,83.35
0,161.98
0,179.04
0,80.0
0,99.16
0,156.83
0,158.33
0,99.01
0,81.4
0,80.0
0,80.0
0,156.14
0,95.01
0,80.83
0,80.83
0,80.0
0,176.57
0,129.09
0,154.43
0,101.0
0,162.71
0,98.07
0,80.0
0,97.82
0,121.25
0,80.0
0,80.0
0,164.27
0,80.83
0,96.54
0,411.28
0,361.41
0,316.75
0,306.14
0,405.1
0,80.0
0,81.35
0,268.74
0,159.45
0,573.34
0,295.59
0,0.0
0,285.44
0,257.84
0,319.08
0,281.78
0,438.84
0,800.0
0,800.0
0,408.12
0,265.62
0,0.0
0,0.0
0,0.0
0,363.0
0,260.01
0,244.09
0,278.61
0,616.65
0,203.35
0,79.35
0,671.48
0,271.19
0,546.8
0,183.75
0,87.43
0,663.87
0,270.95
0,225.08
0,173.18
0,80.0
0,87.54
0,261.76
0,531.65
0,79.17
0,652.15
0,259.34
0,239.63
0,232.5
0,648.89
0,230.77
0,600.92
0,119.49
0,193.78
0,373.25
0,88.51
0,155.53
0,514.25
0,638.4
0,518.42
0,223.94
0,224.94
0,347.57
0,221.93
0,212.85
0,209.45
0,0.0
0,208.7
0,203.13
0,193.58
0,117.02
0,116.57
0,489.03
0,322.54
0,80.83
0,128.21
0,202.07
0,199.13
0,599.57
0,261.83
0,198.81
0,253.1
0,276.74
0,257.09
0,193.74
0,191.87
0,188.19
0,96.75
0,80.83
0,251.29
0,246.96
0,80.83
0,185.0
0,177.61
0,319.3
0,169.14
0,177.11
0,252.5
0,174.77
0,298.43
0,171.96
0,245.06
0,482.09
0,461.27
0,95.67
0,131.96
0,238.87
0,172.93
0,243.8
0,243.71
0,238.48
0,80.0
0,478.44
0,266.79
0,420.24
0,172.79
0,583.15
0,258.09
0,456.56
0,408.64
0,139.86
0,170.84
0,239.19
0,236.26
0,573.71
0,517.57
0,88.03
0,92.53
0,198.66
0,0.0
0,165.74
0,134.51
0,384.66
0,162.9
0,235.07
0,0.0
0,374.69
0,93.97
0,162.01
